text,sentiment
I miss the seniors already,negative
I skip school way too often  I`m rather proud actually.,positive
" as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",neutral
 I can`t believe this! Did they give you any reason?,neutral
: yes!,neutral
"i didn`t wake up early enough to go roller blading  contrary to a tributary, i flow endlessly",neutral
http://www.eabeauty.net - The world of beauty and pretty girls   I`m testing new version,neutral
" Hmmm, should have looked at it a little more methinks",neutral
" ... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",negative
Least u can get some more! Im broke,negative
 there is always traffic heading back here to long island on fridays.,neutral
" hows the peas doin? if you meet them, tell them i said hello",neutral
 Shoping till you drop david..haha..enjoy your day,positive
just fought with my printer...after 2 hours i claim victory... i hate electronics,negative
 awww  i mish u too ladie whats been good?,positive
"_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.",neutral
In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,neutral
comes home in two days,neutral
having coffee with bread. peanut butter today!,neutral
Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,positive
Ugh!! Why isn`t inFamous on xbox360!!!?? **** lame.. Its only on PS3..,negative
 Thanks  #sigjeans,positive
_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.,neutral
 the pictures tells me me that u were surrounded by adorable children!  hehe,positive
our south style exhibition is on in less than a week  member fresh gallery otara!,neutral
"happy birthday to my little sister gee! in celebration, have an article",positive
is getting the kids ready for school before deciding the workout du jour,neutral
i could tell its gonna be an angry day...,negative
" Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!",neutral
_ndo OMG I`m so sorry. I`m the worst employee ever. My hard drive just failed taking the survey data with it,negative
lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),negative
Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,positive
Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,positive
" Haha, that`s great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!",positive
 Sigh... you know I am...,neutral
 it looks like you have a lot of fun with lady gaga,positive
ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but Jonesy won`t have much company @ dad-in-law,negative
"  I`ve had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?",positive
" HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,positive
is up and ready,neutral
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",negative
 It`s going to be a fun night and I`m helping host it!!!,positive
is on air,neutral
 at YVR.... Fog delay is in SFO so we can`t leave yet,neutral
" sorry 2 hear albert isnt well? dont know whole story, so i`ll keep ya`ll both in my prayers. (((hugs))) 2 u both!",neutral
"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",negative
 No  sadly its not  bit disappointed will try again later see if i change my mind,negative
 EXACTLY!!,neutral
" lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either.",negative
 i`m having a hard time using hulu  have u heard of anyone having problems that uses windows vista?,negative
 mmMmMm I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral
"well i guess it all depends,undergarments.",neutral
I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms,positive
Just five more days. Five more long days. Ahh!,positive
Getting some sleep. Stuff with the family and a ton of homework tomorrow. Night,neutral
Happy Mother`s day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,positive
Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,negative
fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,neutral
Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,positive
net .. net .. net ..  hmm. bad weather .. weird summer!,negative
i`m at work starving,negative
_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  **** twitta,neutral
"Out for a walk in the cornish countryside, on the great British bank hol   http://bit.ly/AILUn  http://yfrog.com/6rwwtj",neutral
" he so is! <3 hence, my new forum signature!",positive
This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009,neutral
Dinner with the family. Watching wild child in the car,neutral
 it`s the little thing that links us to England,neutral
"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",neutral
1st presentation for senior boards? FML,negative
 bye selena!!! too bad i didnt get to talk to u while u were here,negative
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,neutral
 i was studying computing this year...bring as feck!! changing to plant science  next year,neutral
 fell asleep with techno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800,neutral
Greg:Showing my friends AudioBoo http://audioboo.fm/ Everyone seems 2 love it. Ta for the headzup bro. So need 2 get iPhone. Roll on June,positive
OMJ JUSt qOt HOME fROM tHAt PARty! it`S 2:OO a.m! i`M MAN tiRED! GOODNiqHt AND HAPPY MOtHER`S DAY 2 ALL!!! tAkE CARE & GOD BlESS!,neutral
just drove with my mom and brynn. my mom said im the worst driver EVER...really??,negative
My Sharpie is running DANGERously low on ink,negative
"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",positive
I think my phone has officially bit the dust.,negative
" Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?",positive
I wish  I could choose what bands played trash on june 20th...hmmm!!!,positive
 call me later so i can tell you all about the weekend. Easier over phone.,positive
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,negative
"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",negative
 Thank you so much!  Have a fantastic day!,positive
im not going to my dads tonight !!!!! and hes got a 12 foot pool  he has to tell me that hes got things when im not going **** !!,neutral
 lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,neutral
http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.,neutral
 So long as they hold your wine without tipping.,neutral
 The sight of it made my afternoon,positive
i am talkin on da phone and typin at da same time,neutral
"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral
hugh isn`t on it  lied last week,negative
"just woke up, I`m starving",neutral
"You make me happy, whether you know it or not  <3",positive
"off to westend now, enjoying the sun.",positive
"Mom just 'he`d' me. *sigh* She`s wonderful, and it was just a slip, but you`d think after coming with for my surgery it might go away...",neutral
#bgt Can`t watch anymore,negative
 *happy to help*,positive
 no they didn`t!,neutral
"what the hell am i doing awake this early,",negative
I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,negative
 wish you were sluttin it up w me  waaaaaaaaahhhh!!!,positive
 you need to share the h/w love! Some of us are still rocking 2008`s gear.,positive
Trying to find a foreign place in a foreign town  i have being lost,negative
goodbye picnic for a classmate today  but the weather was **** beautifuul!!!,positive
  Hope everything ok! Can burr fix this?,positive
Im in science!! very boring,negative
 Sunday and Mother`s day!,neutral
says ptour2 tom.  hello school again. ****! http://plurk.com/p/x15fh,negative
"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",neutral
"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",negative
morning all!!! have a blessed day!!!,positive
Exhausted after coming home from a swim this morning! It`s more tiring than I remember! HAPPY MOTHERS DAY,negative
" Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",positive
Be beautiful        http://www.theskinsociety.com,positive
"Gorgeous weather, but no bike",positive
its awful breezy out here good thing they sold blankets!,neutral
 If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,negative
1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA,neutral
